,No zero values in 0-15 minute timepoints,half-life for 0-15 minutes,Fold change half-life hypoxia/con no atc,hyp_1_5_slope,hyp_1_5_r2,hyp_1_5_mse,log2 hypoxia half-life,log2 con no atc half-life,con no atc half-life
VBIMycSme59918_3050,pass,28.01,37.64,-0.0357027027027027,0.0758113196723819,0.413964401405405,4.81,-0.42624174808611,0.744197914119561
MSMEG_5942,pass,26.76,37.65,-0.0373737237237237,0.216258201348859,0.13485510293994,4.74,-0.492605238979729,0.710740473116243
MSMEG_3845,pass,27.56,37.69,-0.0362875375375375,0.145365114148833,0.206238451684684,4.78,-0.451633769375812,0.731214320658374
MSMEG_3791,pass,54.93,37.69,-0.0182037537537537,0.0937410040627957,0.0853451516246246,5.78,0.543434132247114,1.45743761646488
MSMEG_5390,pass,26.82,37.71,-0.0372825825825825,0.0786949177488571,0.433513851651651,4.75,-0.491682100117442,0.711195400936409
MSMEG_5468,pass,23.08,37.75,-0.0433193693693694,0.285064138507933,0.125378470627627,4.53,-0.709643545470932,0.611471199706494
MSMEG_2946,pass,22.32,37.80,-0.0447972972972973,0.401750827684906,0.0796091840720722,4.48,-0.760024213434367,0.590486420218258
MSMEG_2086,pass,17.69,37.82,-0.0565234234234234,0.551360433389491,0.0692553153393393,4.15,-1.09587942296026,0.467850849149292
MSMEG_0763,pass,87.37,37.83,-0.0114454954954955,0.0198734019356313,0.172112882015014,6.45,1.20777130970402,2.30980539889515
MSMEG_0592,pass,30.29,37.83,-0.033009009009009,0.105091505800843,0.247178224504504,4.92,-0.320349885397499,0.800875624015593
MSMEG_6743,pass,160.56,37.84,-0.00622837837837838,0.00295754038341689,0.348391192501501,7.33,2.08516352364891,4.24323189139294
MSMEG_4927,pass,27.55,37.86,-0.036304054054054,0.14255830801311,0.211181823384384,4.78,-0.458871919278778,0.727554930397249
VBIMycSme59918_6423,pass,23.61,37.87,-0.0423466966966967,0.30877180658768,0.106944166975975,4.56,-0.681524228035653,0.623506183102984
MSMEG_1955,pass,28.47,37.89,-0.0351295795795795,0.212679264967813,0.121704507624624,4.83,-0.412740240382629,0.751195205228321
MSMEG_5280,pass,23.37,37.90,-0.0427911411411411,0.12739898541681,0.334111713198198,4.55,-0.697729346149584,0.616541816948735
MSMEG_1179,pass,35.25,37.92,-0.0283668168168168,0.166503865429253,0.107308641954955,5.14,-0.105049044243949,0.929773334543517
MSMEG_6828,pass,27.13,37.94,-0.0368605105105104,0.127604843704266,0.247458854279279,4.76,-0.484017794157022,0.714983674539433
MSMEG_6157,pass,25.94,37.95,-0.0385566066066066,0.497555206966944,0.0399925322372373,4.70,-0.549232617712647,0.683383529480679
VBIMycSme59918_3829,pass,29.33,37.95,-0.0340938438438438,0.235313895898661,0.100628680945945,4.87,-0.371858853577159,0.772786151672167
MSMEG_4295,pass,37.02,38.00,-0.0270156156156156,0.143264813131781,0.116270897237237,5.21,-0.037931046284651,0.974050822261242
MSMEG_1937,pass,28.34,38.00,-0.0352873873873873,0.23614461953449,0.107301629717717,4.82,-0.42336046658176,0.745685675733263
MSMEG_5260,pass,18.56,38.01,-0.0538840840840841,0.494049315706405,0.0792123898738739,4.21,-1.03441529313188,0.488213707413526
MSMEG_0358,pass,26.63,38.05,-0.0375581081081081,0.201270208832206,0.149128971204204,4.73,-0.515090045951835,0.699749256516417
MSMEG_2386,pass,48.46,38.06,-0.0206351351351351,0.0507690412812058,0.212090778846847,5.60,0.348592344410749,1.27331762908257
MSMEG_3036,pass,40.07,38.06,-0.0249545045045045,0.223678421345122,0.0575770873483481,5.32,0.0742066954581202,1.05278197637257
MSMEG_3102,pass,57.15,38.14,-0.0174972972972972,0.129881177648469,0.0546397254054053,5.84,0.583582295889016,1.49856565858393
MSMEG_4767,pass,21.66,38.14,-0.0461624624624624,0.255365301403905,0.165536412684684,4.44,-0.816080830066512,0.567982809053648
MSMEG_2463,pass,89.19,38.16,-0.0112123123123122,0.0404042146478341,0.0795401224504504,6.48,1.22462631977825,2.33694911293307
MSMEG_5580,pass,20.87,38.17,-0.0479252252252252,0.237799804327675,0.196119197981982,4.38,-0.871173388581842,0.546702020063964
MSMEG_6249,pass,32.77,38.18,-0.0305139639639639,0.2907224405945,0.0605158506276277,5.03,-0.220223805416671,0.858432257431575
MSMEG_5481,pass,18.27,38.21,-0.0547349849849849,0.390556854539873,0.124541232549549,4.19,-1.0643425443435,0.478190527045661
MSMEG_2413,pass,82.90,38.23,-0.012063063063063,0.0391369025168786,0.0951753496096095,6.37,1.11653558189768,2.16825672159584
MSMEG_4940,pass,57.98,38.25,-0.0172487987987987,0.0904525421867681,0.0796996694504506,5.86,0.600123196877062,1.51584600448258
MSMEG_0540,pass,14.14,38.29,-0.0707321321321321,0.530309967573844,0.118045455783783,3.82,-1.43729877089347,0.369258037516617
MSMEG_2248,pass,41.64,38.34,-0.0240153153153153,0.126917617133813,0.10569248824024,5.38,0.119301415779726,1.08620876932546
MSMEG_5354,pass,45.08,38.34,-0.0221849849849849,0.0564697652261915,0.21907475666066,5.49,0.233560317091189,1.17573287349114
MSMEG_2148,pass,59.89,38.39,-0.0166975975975975,0.059597752894854,0.117199558246246,5.90,0.641603738043346,1.5600624024961
MSMEG_2694,pass,17.92,38.40,-0.0557996996996996,0.447084192594095,0.102581166930931,4.16,-1.09928398146222,0.466748088277622
MSMEG_5445,pass,31.17,38.40,-0.0320857357357357,0.109178751960912,0.223774536801802,4.96,-0.301158383411448,0.811600476138948
MSMEG_6140,pass,78.09,38.40,-0.0128052552552553,0.0503331739119203,0.0824190588198198,6.29,1.02390176006432,2.03341087729576
MSMEG_4467,pass,29.41,38.41,-0.0339992492492492,0.208282953668055,0.117054777318318,4.88,-0.385097032216838,0.765727495815851
ORF43,pass,18.49,38.46,-0.0540765765765765,0.247632371277762,0.236687479783784,4.21,-1.05649104495078,0.48080005128534
MSMEG_4120,pass,25.51,38.47,-0.0391956456456456,0.197742080852665,0.166044608561561,4.67,-0.59241318265902,0.663232595671305
MSMEG_6006,pass,35.72,38.51,-0.027996096096096,0.0562246938856471,0.350486005549549,5.16,-0.108653487086135,0.927453279541051
MSMEG_0874,pass,24.47,38.51,-0.0408627627627627,0.198060277081229,0.180108420216215,4.61,-0.654236935101024,0.635411481885479
ORF8,pass,17.39,38.60,-0.0575181681681681,0.342470038767891,0.169214383828829,4.12,-1.15060454734496,0.450436440737044
MSMEG_1826,pass,28.08,38.62,-0.0356091591591591,0.202256576634738,0.133234973054054,4.81,-0.45979880337163,0.727087650416258
MSMEG_6430,pass,30.56,38.66,-0.0327204204204204,0.27466909821839,0.0753179255135135,4.93,-0.339093937774402,0.790537640885104
MSMEG_0625,pass,27.80,38.68,-0.0359743243243243,0.212659394245739,0.127643172393393,4.80,-0.47645081774877,0.718743636124059
MSMEG_4965,pass,37.73,38.69,-0.0265069069069069,0.147984685451186,0.107766295351351,5.24,-0.0365552448752214,0.974980152189764
MSMEG_0579,pass,31.33,38.74,-0.0319151651651651,0.0713570152323462,0.353134801606606,4.97,-0.306106663738595,0.808821547006017
MSMEG_1823,pass,38.81,38.75,-0.0257689189189189,0.139949422810694,0.108712503864864,5.28,0.00210030587885178,1.00145688132021
VBIMycSme59918_0991,pass,30.94,38.76,-0.032325075075075,0.158201336028859,0.148119211072072,4.95,-0.32539463886983,0.798080047428759
MSMEG_5739,pass,30.44,38.79,-0.0328466966966966,0.122369834200581,0.206136449642642,4.93,-0.349656440302886,0.784770958990114
MSMEG_3097,pass,31.66,38.85,-0.0315825825825825,0.230375937419573,0.0887709818738739,4.98,-0.295126850472226,0.81500066946484
MSMEG_3676,pass,33.38,38.86,-0.0299605105105104,0.117709815542393,0.179238544057057,5.06,-0.219253355260112,0.859009888840032
MSMEG_6208,pass,39.40,38.86,-0.0253834834834834,0.170724948273357,0.0833754660660661,5.30,0.0197065430965605,1.01375325245835
MSMEG_6091,pass,31.51,38.88,-0.0317333333333333,0.274257151713259,0.0709888942222223,4.98,-0.303047300494016,0.810538544967527
MSMEG_3839,pass,31.28,38.88,-0.0319722222222222,0.301255393831612,0.0631631096666667,4.97,-0.314016962942071,0.80439891291233
MSMEG_5005,pass,17.86,38.93,-0.0559858858858859,0.478514103029346,0.0909995313153153,4.16,-1.12396410638543,0.458831356534906
MSMEG_2896,pass,25.55,38.99,-0.0391331831831832,0.166665064822431,0.203985635288288,4.68,-0.609424030862152,0.655458329236719
MSMEG_5574,pass,35.70,38.99,-0.0280084084084084,0.0943792127904862,0.200530812516516,5.16,-0.126916234462159,0.915786857150335
MSMEG_4995,pass,25.35,39.01,-0.0394439939939939,0.159681811855828,0.218114380705705,4.66,-0.621555700943955,0.649969668082158
MSMEG_2506,pass,48.62,39.02,-0.0205665165165165,0.0287042876622106,0.381294372621621,5.60,0.317411721473288,1.24609297930447
MSMEG_2172,pass,38.26,39.03,-0.026139039039039,0.0384706304861378,0.454932229621621,5.26,-0.0288924089852353,0.980172510361825
MSMEG_3241,pass,50.00,39.05,-0.0199993993993994,0.242442515239419,0.0332946872792792,5.64,0.356689114594257,1.28048390096372
MSMEG_6064,pass,42.58,39.05,-0.023487087087087,0.132222081555944,0.0964488695135134,5.41,0.124586881514491,1.0901955083945
MSMEG_2469,pass,41.13,39.12,-0.0243148648648648,0.116737124402448,0.119167801402402,5.36,0.0722985548377432,1.05139046388849
MSMEG_6772,pass,59.93,39.12,-0.0166869369369369,0.0266724546072161,0.270697035276276,5.91,0.61539754234925,1.53198008425891
MSMEG_1386,pass,32.85,39.13,-0.0304397897897897,0.0485622192924325,0.483614580045045,5.04,-0.25218494964017,0.839623848515868
MSMEG_3807,pass,17.80,39.13,-0.056177027027027,0.269751909590197,0.227592332429429,4.15,-1.13647578402762,0.454869376677332
MSMEG_1244,pass,41.68,39.15,-0.0239908408408407,0.218547134447449,0.0548255290540541,5.38,0.0904408271514274,1.06469545907387
MSMEG_6387,pass,62.25,39.20,-0.0160641141141141,0.0687768993381287,0.0930805476486487,5.96,0.667097060854713,1.58787468644201
MSMEG_4342,pass,41.77,39.21,-0.0239408408408408,0.23773210297672,0.0489590313873872,5.38,0.091300529086429,1.06533010014103
MSMEG_2758,pass,22.59,39.21,-0.0442726726726726,0.372326294254828,0.0880270057057056,4.50,-0.795737267279566,0.576048717262947
MSMEG_3609,pass,39.16,39.23,-0.0255363363363363,0.0781324433263317,0.204969161981981,5.29,-0.00245049923482227,0.998302885095338
MSMEG_3099,pass,61.56,39.26,-0.016245045045045,0.132288984281676,0.0461134366126126,5.94,0.648759370556704,1.56781938720659
MSMEG_3278,pass,39.38,39.27,-0.0253965465465465,0.12355997288892,0.121878738171171,5.30,0.00399698799961823,1.00277434234716
MSMEG_4996,pass,31.08,39.27,-0.0321708708708708,0.178231056213161,0.127123604684684,4.96,-0.337248942551223,0.791549269230412
MSMEG_5064,pass,47.84,39.29,-0.0209036036036035,0.0485661473641866,0.228045490942943,5.58,0.284135908187666,1.21768072411414
MSMEG_5128,pass,27.12,39.30,-0.0368741741741741,0.293314523369256,0.0872712958318317,4.76,-0.535052853702513,0.690133392925808
ORF19,pass,25.73,39.31,-0.0388674174174174,0.160913432337679,0.209855356873873,4.69,-0.611424219716616,0.654550214910657
MSMEG_5257,pass,20.17,39.34,-0.049568018018018,0.33019240776579,0.13277622324024,4.33,-0.963412469023233,0.512842429163641
MSMEG_1812,pass,26.89,39.47,-0.0371884384384384,0.40523048231827,0.0540750215945945,4.75,-0.55358987443149,0.681322674418606
MSMEG_0628,pass,25.99,39.51,-0.0384828828828829,0.182943123972643,0.176199883483483,4.70,-0.604356038015254,0.657764914819444
MSMEG_0537,pass,16.66,39.54,-0.0600367867867867,0.569629159727145,0.0725470448378378,4.06,-1.24736334192823,0.421217318049164
MSMEG_3344,pass,18.10,39.56,-0.055254954954955,0.337300550293993,0.159799802834835,4.18,-1.12827140183262,0.457463517284498
MSMEG_1316,pass,21.50,39.57,-0.0465058558558558,0.551576083590154,0.0468417210420421,4.43,-0.879797238611417,0.543443803382034
MSMEG_4256,pass,19.32,39.65,-0.0517536036036036,0.230209208243545,0.238597248609609,4.27,-1.03719477076234,0.487274026670133
MSMEG_0953,pass,31.21,39.66,-0.0320459459459459,0.26266637247295,0.0767962434954955,4.96,-0.345791054399739,0.786876400452647
MSMEG_2696,pass,45.51,39.67,-0.0219728228228228,0.147382835464112,0.0744068796126126,5.51,0.198171257948655,1.14724320190115
MSMEG_6466,pass,51.17,39.68,-0.0195429429429429,0.0628625505803787,0.151678995495495,5.68,0.366956350436734,1.28962923159592
MSMEG_3168,pass,36.27,39.70,-0.0275696696696696,0.117961032137105,0.151407209093093,5.18,-0.130403761658039,0.913575735428467
MSMEG_0928,pass,63.12,39.72,-0.015843093093093,0.0539219109478702,0.117321033018018,5.98,0.668256571981167,1.58915139315605
MSMEG_3476,pass,30.46,39.73,-0.0328337837837837,0.337798592470876,0.0562999944834835,4.93,-0.383349478329365,0.766655592752553
MSMEG_5052,pass,20.28,39.74,-0.0493174174174174,0.308079028898734,0.14552219254054,4.34,-0.970853654340484,0.510204081632653
MSMEG_2690,pass,38.07,39.76,-0.0262704204204204,0.164996964896307,0.0930422845135132,5.25,-0.0629308787155021,0.957317323340768
MSMEG_0228,pass,28.96,39.79,-0.0345303303303303,0.18800723713189,0.137187100648648,4.86,-0.458312002698372,0.727837352612938
MSMEG_6535,pass,27.60,39.83,-0.0362283783783783,0.113200976587481,0.273909467168168,4.79,-0.528871328238122,0.69309675630718
MSMEG_4267,pass,32.64,39.84,-0.0306418918918918,0.365226804705726,0.0434731698708708,5.03,-0.287725569843804,0.81919251023991
MSMEG_3128,pass,17.20,39.88,-0.0581554054054054,0.499485623075822,0.090283411288288,4.10,-1.21355466234125,0.431204858241403
MSMEG_5220,pass,26.45,39.92,-0.0378037537537537,0.249763107414818,0.114360013846846,4.73,-0.593802213405451,0.662594340813291
MSMEG_6284,pass,28.29,39.94,-0.0353533033033033,0.293268941716945,0.0802384118648649,4.82,-0.49768656797029,0.708241571082164
MSMEG_1361,pass,79.94,39.94,-0.01251006006006,0.0197390267275696,0.20704702157057,6.32,1.00096211743538,2.00133422281521
MSMEG_0678,pass,24.37,39.96,-0.0410421921921922,0.243308332929989,0.139558819864864,4.61,-0.713681153233887,0.609762294332261
VBIMycSme59918_3828,pass,29.75,39.96,-0.0336154654654654,0.253204920080835,0.0887854472282283,4.89,-0.425740624097403,0.744456458159777
MSMEG_5784,pass,21.31,39.97,-0.0469234234234234,0.29315714694031,0.14142819045045,4.41,-0.907352184171372,0.533162721262529
MSMEG_2480,pass,31.04,39.98,-0.0322175675675675,0.120935077510627,0.200996446711711,4.96,-0.365151261745829,0.776387469106253
MSMEG_6330,pass,32.21,39.99,-0.031046096096096,0.122490289059493,0.183949447216216,5.01,-0.312239194265551,0.805390748744935
MSMEG_6257,pass,21.80,40.02,-0.0458642642642642,0.284508478820439,0.140926400912913,4.45,-0.875989703791181,0.544879944785501
MSMEG_3129,pass,42.78,40.03,-0.0233764264264263,0.104493214752374,0.124758818351351,5.42,0.0958820414541449,1.06871860639094
MSMEG_1506,pass,19.77,40.04,-0.0505915915915915,0.136292385335182,0.432101785849849,4.30,-1.01838492098759,0.493668698936144
MSMEG_3061,pass,53.05,40.05,-0.0188503003003002,0.0456401715622046,0.197940949486486,5.73,0.405637998292569,1.32467458737964
MSMEG_4006,pass,18.18,40.06,-0.0550198198198198,0.203829824788414,0.315000121801801,4.18,-1.14021149864615,0.45369306152078
MSMEG_4244,pass,20.91,40.16,-0.0478328828828829,0.348801180961294,0.113794950483483,4.39,-0.941957650530468,0.520526078356527
MSMEG_5259,pass,32.02,40.17,-0.0312345345345345,0.174974502293304,0.122545368228228,5.00,-0.327186398451321,0.797089484681652
MSMEG_6040,pass,27.36,40.17,-0.0365513513513513,0.198989747139717,0.14326776024024,4.77,-0.554032130017865,0.681113848179725
MSMEG_6688,pass,41.12,40.17,-0.0243168168168168,0.143885276227484,0.0937266896216216,5.36,0.0338262127811604,1.02372357513522
MSMEG_6586,pass,31.81,40.18,-0.0314363363363363,0.0651233168978439,0.377933935315315,4.99,-0.336990617997806,0.791691014306992
MSMEG_6602,pass,41.44,40.20,-0.0241319819819819,0.0601810838351262,0.242272645906907,5.37,0.0437698379997154,1.03080385520642
MSMEG_0353,pass,96.81,40.20,-0.0103289789789789,0.00646088153339607,0.437061146783783,6.60,1.26799756013423,2.40827068962552
MSMEG_0049,pass,21.02,40.22,-0.0475654654654654,0.207811832901997,0.229760729117117,4.39,-0.93606310190092,0.522657189149637
MSMEG_2867,pass,36.40,40.24,-0.0274755255255255,0.136819222399429,0.126876409198198,5.19,-0.144671060257386,0.904585602873999
MSMEG_2991,pass,36.12,40.26,-0.0276869369369369,0.158531602442228,0.108394189942942,5.17,-0.156677059437677,0.897088946369038
MSMEG_3576,pass,31.38,40.27,-0.0318702702702703,0.259960658415828,0.0770287576096095,4.97,-0.360163581677603,0.779076238174741
MSMEG_3521,pass,39.15,40.29,-0.0255415915915915,0.166300197497093,0.0871258577387385,5.29,-0.0413598138342318,0.97173860231598
MSMEG_3885,pass,42.23,40.40,-0.0236785285285285,0.161398436577259,0.0776068373183184,5.40,0.0640302578259818,1.04538202490498
MSMEG_1803,pass,71.00,40.45,-0.0140836336336336,0.024688385004722,0.208744178819819,6.15,0.811894523674994,1.75551524372403
MSMEG_4464,pass,31.92,40.50,-0.0313292792792792,0.168770093358555,0.128783640717717,5.00,-0.343578377146895,0.788084167389077
MSMEG_6575,pass,35.29,40.51,-0.0283385885885886,0.140868140147316,0.13047812193093,5.14,-0.19919145982209,0.871038589083399
MSMEG_4000,pass,53.85,40.52,-0.0185701201201201,0.0740373256078188,0.114896395504504,5.75,0.410300421187564,1.32896252325684
MSMEG_3844,pass,44.38,40.54,-0.0225328828828828,0.057114109730224,0.223297296261261,5.47,0.130549688023323,1.09471072269153
MSMEG_3759,pass,33.76,40.55,-0.0296252252252252,0.115588174816723,0.178895195315315,5.08,-0.264636510430292,0.832408435072144
MSMEG_0891,pass,17.92,40.59,-0.0558012012012012,0.408065783809794,0.120327413117116,4.16,-1.17961720494143,0.441468618939005
MSMEG_5060,pass,29.07,40.61,-0.0344007507507507,0.400679520427646,0.0471554653183182,4.86,-0.482213991987288,0.715878177987771
MSMEG_3309,pass,29.47,40.62,-0.0339339339339339,0.212983699772163,0.11335482239039,4.88,-0.462907383648018,0.725522678629733
MSMEG_4463,pass,29.71,40.62,-0.0336608108108108,0.235676292809848,0.0978914583753753,4.89,-0.45145291473626,0.73130599061491
MSMEG_4176,pass,42.55,40.62,-0.0234999999999999,0.052453842830754,0.265762076888888,5.41,0.0669051020160531,1.04746722425176
MSMEG_2609,pass,39.74,40.64,-0.0251654654654654,0.100842311395677,0.150430959783783,5.31,-0.0325274241045897,0.977705975878598
MSMEG_2174,pass,48.48,40.67,-0.0206252252252252,0.118629117556951,0.0841974655375376,5.60,0.253552092827791,1.1921386968221
MSMEG_4180,pass,18.94,40.68,-0.052811111111111,0.487946998196319,0.0779699213333333,4.24,-1.10326262660609,0.465462669893874
MSMEG_3917,pass,20.63,40.69,-0.0484711711711711,0.414524141366089,0.088401658126126,4.37,-0.980037490259397,0.506966565555003
MSMEG_6012,pass,47.27,40.70,-0.021154054054054,0.0314432813572342,0.367213497717717,5.56,0.216026568523257,1.16153012234784
MSMEG_3493,pass,21.63,40.70,-0.0462258258258258,0.256100473277063,0.16535124872072,4.44,-0.911768267942675,0.531533207537141
MSMEG_5085,pass,26.93,40.78,-0.0371367867867868,0.142574173335854,0.220952320837837,4.75,-0.598800752341069,0.66030260725201
MSMEG_1110,pass,31.13,40.82,-0.0321255255255255,0.257362681340168,0.0793351959759759,4.96,-0.391102561306841,0.762546615200827
MSMEG_3650,pass,28.37,40.84,-0.0352486486486486,0.139920732975616,0.203458374906906,4.83,-0.525520063371523,0.694708635889972
MSMEG_4921,pass,13.99,40.89,-0.0714728228228228,0.474156369250153,0.150921502279279,3.81,-1.54710429117895,0.342196215309859
MSMEG_1952,pass,37.18,40.90,-0.0268989489489489,0.161672441203066,0.0999499517927927,5.22,-0.137547241119092,0.909063361716314
MSMEG_1195,pass,20.17,40.90,-0.0495675675675675,0.390678022256862,0.102083910378378,4.33,-1.01960703618653,0.49325068644054
MSMEG_2671,pass,25.50,40.92,-0.0392129129129129,0.324534059349361,0.085258090846847,4.67,-0.682288625382367,0.623175912173743
MSMEG_5199,pass,109.65,40.95,-0.00911966966966965,0.0205805509961496,0.105439700093092,6.78,1.42107738401222,2.67785414621084
VBIMycSme59918_6442,pass,33.48,40.95,-0.0298723723723723,0.168309886276084,0.117469619399399,5.07,-0.290705242284916,0.817502335720963
MSMEG_2142,pass,17.45,40.96,-0.0572959459459459,0.389746466035092,0.136933631384384,4.13,-1.23069489712191,0.426112152718596
MSMEG_1424,pass,50.29,41.00,-0.0198864864864864,0.108601954245466,0.0864737666906908,5.65,0.294479116252799,1.22644209149258
MSMEG_1517,pass,44.05,41.02,-0.0227024024024024,0.112167467245184,0.108678089801801,5.46,0.102896058264139,1.07392709569202
MSMEG_3115,pass,22.98,41.03,-0.0435124624624625,0.297594807887577,0.119048494351351,4.52,-0.836018364966528,0.560187476075329
MSMEG_6750,pass,34.62,41.03,-0.0288848348348348,0.0666704192127414,0.311154325162162,5.11,-0.244956626827319,0.843841164983005
MSMEG_5236,pass,32.31,41.03,-0.0309468468468468,0.213056719453894,0.0942356493573572,5.01,-0.344639154515259,0.787504921905764
MSMEG_6371,pass,31.47,41.04,-0.0317803303303303,0.0964132488769358,0.252164630759759,4.98,-0.383294174758302,0.766684981919016
MSMEG_6037,pass,29.92,41.06,-0.033424024024024,0.212161243721058,0.110515445513513,4.90,-0.456653475010435,0.728674558327797
ORF24,pass,69.00,41.07,-0.0144932432432432,0.0168352038640938,0.326793434339339,6.11,0.748627441046516,1.68019355829792
MSMEG_1050,pass,39.32,41.17,-0.0254324324324324,0.1519437095339,0.0961727366006006,5.30,-0.0662975305185158,0.955085946365103
MSMEG_4496,pass,28.82,41.20,-0.0347013513513514,0.264281645367463,0.0893041383513513,4.85,-0.515601928413035,0.699501022603879
MSMEG_5566,pass,21.21,41.20,-0.0471463963963964,0.240665200226172,0.18683198772072,4.41,-0.958013621921172,0.514765181283139
MSMEG_1995,pass,18.80,41.23,-0.0532025525525525,0.25216688831706,0.223622650315315,4.23,-1.13338816472947,0.455843919042121
MSMEG_5127,pass,18.53,41.24,-0.0539792792792792,0.304835758975384,0.177014929717717,4.21,-1.15450760091725,0.4492194811515
MSMEG_5591,pass,24.20,41.26,-0.0413283783783783,0.313025446032254,0.0998600911681682,4.60,-0.770029592151471,0.586405446310393
MSMEG_0401,pass,78.27,41.26,-0.0127756756756756,0.0660101620516955,0.0615224085045043,6.29,0.923695008875122,1.8969675618547
MSMEG_3120,pass,36.03,41.28,-0.0277572072072072,0.179928419823816,0.0935486987717718,5.17,-0.196208338544289,0.872841535619211
MSMEG_6777,pass,32.56,41.28,-0.0307151651651651,0.166460313018763,0.125850662495495,5.02,-0.342356976293144,0.78875165027503
MSMEG_6744,pass,58.19,41.28,-0.0171855855855855,0.0316453076472864,0.24076204842042,5.86,0.49534329099777,1.40965614459045
MSMEG_4059,pass,58.93,41.28,-0.0169701201201201,0.101309406814372,0.0680556955045045,5.88,0.513503815777395,1.4275129325874
MSMEG_4133,pass,27.75,41.28,-0.0360355855855856,0.333658019943339,0.0690864687537538,4.79,-0.572954325572958,0.67223877921438
MSMEG_6143,pass,33.11,41.29,-0.0302057057057056,0.0776592529971488,0.288675801621621,5.05,-0.318596434332258,0.801849599743412
MSMEG_1658,pass,35.26,41.29,-0.0283582582582582,0.07946369547051,0.248179262738738,5.14,-0.227638403879437,0.854031741513064
MSMEG_1331,pass,32.97,41.30,-0.0303333333333333,0.169245589695605,0.120317774666666,5.04,-0.32527127079596,0.798148295953388
MSMEG_6928,pass,36.87,41.32,-0.0271237237237236,0.234769266280116,0.0638828092732732,5.20,-0.164626930016127,0.892159195187439
MSMEG_6155,pass,32.74,41.33,-0.0305472972972973,0.177078866716097,0.115523751960961,5.03,-0.336288829419622,0.792076220363149
MSMEG_2785,pass,20.25,41.40,-0.0493914414414414,0.479825060097028,0.0704537512042042,4.34,-1.0319479822938,0.489049369533855
MSMEG_6906,pass,26.28,41.46,-0.0380543543543543,0.263324063351875,0.107926693561561,4.72,-0.657683554321587,0.633895286535766
MSMEG_6183,pass,40.14,41.50,-0.0249121621621621,0.207171847274786,0.0632711006816816,5.33,-0.0478607464135105,0.967369698756472
MSMEG_6365,pass,66.50,41.55,-0.0150373873873874,0.0357081252633163,0.162674864717717,6.06,0.678451177658531,1.60042068200784
MSMEG_0031,pass,58.23,41.55,-0.0171738738738738,0.0777110202798458,0.0932513584384384,5.86,0.48669936435724,1.40123542256423
MSMEG_3468,pass,45.84,41.61,-0.0218171171171171,0.0313631197158426,0.391625255483483,5.52,0.139532417150649,1.10154804218195
MSMEG_0959,pass,46.13,41.67,-0.021677027027027,0.0935534296044489,0.121287531096096,5.53,0.146855987102957,1.10715406048752
MSMEG_3638,pass,37.75,41.67,-0.026487087087087,0.230208031240866,0.0624964752912913,5.24,-0.142273386257376,0.906090220697695
MSMEG_0083,pass,45.34,41.67,-0.0220536036036036,0.077423796469331,0.154390699276276,5.50,0.121810905883849,1.08809981502303
MSMEG_3651,pass,52.00,41.67,-0.0192324324324324,0.0947169865944451,0.0941801006006006,5.70,0.319242717407613,1.24767546178846
MSMEG_6741,pass,27.01,41.70,-0.0370228228228228,0.227840785225699,0.123750985945946,4.76,-0.626626032450518,0.647689368179021
MSMEG_5586,pass,55.32,41.70,-0.018075075075075,0.0864969589415078,0.0919186418498498,5.79,0.407773641520084,1.3266369752677
MSMEG_5439,pass,29.37,41.72,-0.0340429429429429,0.14030066514776,0.189180023495495,4.88,-0.506212621629216,0.704068341567025
MSMEG_0392,pass,15.19,41.73,-0.065840990990991,0.478313645817024,0.125957387504504,3.92,-1.45797944938241,0.364002572284845
MSMEG_4721,pass,43.14,41.74,-0.0231812312312312,0.0479681138558197,0.284122790171171,5.43,0.0474903457574528,1.03346558411967
MSMEG_0948,pass,23.06,41.77,-0.0433567567567567,0.303522352708934,0.114911713117117,4.53,-0.85662721169839,0.552242102937928
MSMEG_2016,pass,39.75,41.78,-0.0251599099099099,0.0864252077752188,0.17826088545045,5.31,-0.0720371807728795,0.951293759512938
MSMEG_1811,pass,28.32,41.78,-0.0353081081081081,0.453854662163589,0.0399645148708709,4.82,-0.560943159369167,0.677858869783313
MSMEG_3210,pass,64.07,41.87,-0.0156081081081081,0.0908735790618266,0.0649264108708711,6.00,0.613546389092531,1.53001562801677
MSMEG_5570,pass,39.95,41.92,-0.0250324324324324,0.0793024066513626,0.1938076726006,5.32,-0.0693617369758299,0.95305954806824
MSMEG_5939,pass,28.88,41.92,-0.0346285285285285,0.194931522855008,0.131932879651651,4.85,-0.537546938471893,0.688941343205973
MSMEG_4339,pass,46.22,41.93,-0.0216375375375375,0.0500840506898214,0.236556901129129,5.53,0.14037493800085,1.10219152414718
MSMEG_3527,pass,33.61,41.95,-0.0297558558558558,0.0887795887322507,0.242097008708708,5.07,-0.319887643637461,0.801132266937273
MSMEG_5111,pass,17.04,41.96,-0.0586891891891892,0.223106080288438,0.319521992708708,4.09,-1.3000456069866,0.406113359775827
MSMEG_3886,pass,23.54,42.00,-0.0424842342342342,0.394216379797217,0.0738877889339339,4.56,-0.835400552506496,0.560427419311795
MSMEG_0076,pass,34.92,42.02,-0.0286393393393393,0.112614267661174,0.172178625261261,5.13,-0.267024918102794,0.831031507966037
MSMEG_5358,pass,47.28,42.03,-0.0211495495495495,0.0789502610933319,0.139016380816816,5.56,0.170042225176662,1.12509141367736
